Date,IWM
2005-01-04,-0.02143599669931673
2005-01-05,-0.019987631196081157
2005-01-06,0.0053024999539814655
2005-01-07,-0.011117259266661295
2005-01-10,0.010176024338429679
2005-01-11,-0.012185539114553112
2005-01-12,0.0041116476296430005
2005-01-13,-0.003029860308374155
2005-01-14,0.00952865349626264
2005-01-18,0.011880977468068599
2005-01-19,-0.014314385461848045
2005-01-20,-0.0059558299267844506
2005-01-21,-0.002297963796959346
2005-01-24,-0.007650830594898794
2005-01-25,0.002570134750686126
2005-01-26,0.01331210054662657
2005-01-27,0.0028564946054632223
2005-01-28,-0.0008141577328724114
2005-01-31,0.011726535845949737
2005-02-01,0.0056343802499347895
2005-02-02,0.007603393838324202
2005-02-03,-0.005480882056147385
2005-02-04,0.012619608471293065
2005-02-07,-0.00023615792524522838
2005-02-08,0.002445558288187488
2005-02-09,-0.02132857312250347
2005-02-10,0.0017691388528262575
2005-02-11,0.016296361638057588
2005-02-14,-0.0008690080464566208
2005-02-15,0.0008697638782653172
2005-02-16,0.0030011268412073466
2005-02-17,-0.008820100407051501
2005-02-18,-0.0024630131984288983
2005-02-22,-0.019513882441535402
2005-02-23,0.005929775128513226
2005-02-24,0.009367552521195588
2005-02-25,0.016641592818625428
2005-02-28,-0.006217265474982359
2005-03-01,0.00768152395897026
2005-03-02,-0.0018074611385120454
2005-03-03,0.0008660551546173512
2005-03-04,0.01227099383214969
2005-03-07,-0.0024868455627155006
2005-03-08,-0.009503745322042234
2005-03-09,-0.011325193055723548
2005-03-10,-0.004295797071539931
2005-03-11,-0.0007184757643363682
2005-03-14,0.0075147966569444336
2005-03-15,-0.006745116137831686
2005-03-16,-0.005592114809322979
2005-03-17,0.0
2005-03-18,-0.005383021764498563
2005-03-21,0.001211909602724548
2005-03-22,-0.006857433561163417
2005-03-23,-0.007311323468731867
2005-03-24,0.003682337910311251
2005-03-28,0.00040968249853845506
2005-03-29,-0.01432691314956247
2005-03-30,0.01470139411546012
2005-03-31,-0.00016382852504448486
2005-04-01,-0.004175466917708204
2005-04-04,0.003699761359678533
2005-04-05,0.0018018096805831885
2005-04-06,0.003106956094706348
2005-04-07,0.003912346942654299
2005-04-08,-0.015182277120759924
2005-04-11,-0.00494645314579667
2005-04-12,0.009361742753950297
2005-04-13,-0.01789309698666597
2005-04-14,-0.020059161350768573
2005-04-15,-0.013731075859960917
2005-04-18,0.00639924419843374
2005-04-19,0.016497360548678452
2005-04-20,-0.015638010264184432
2005-04-21,0.024474176464609476
2005-04-22,-0.016177580270479996
2005-04-25,0.009201672638167624
2005-04-26,-0.014098967364359782
2005-04-27,-0.0004281732845919928
2005-04-28,-0.025529075314754568
2005-04-29,0.013098985798702278
2005-05-02,0.010239278664176288
2005-05-03,0.0049820487562615146
2005-05-04,0.01111097144828932
2005-05-05,-0.0001689325396342367
2005-05-06,0.0035509079145918943
2005-05-09,0.009604087560765473
2005-05-10,-0.011932283340141625
2005-05-11,0.0005067519141859211
2005-05-12,-0.015784932442359678
2005-05-13,-0.0036019836956568962
2005-05-16,0.015407316416145012
2005-05-17,0.005933701328181495
2005-05-18,0.020055478831719098
2005-05-19,0.002478584079927737
2005-05-20,-0.0012368089962664364
2005-05-23,0.0066011033199080416
2005-05-24,-0.004098613426717801
2005-05-25,-0.0074894611315389215
2005-05-26,0.013931213318634228
2005-05-27,0.005561661950801433
2005-05-31,-0.0021146213065608155
2005-06-01,0.011329164312085638
2005-06-02,0.002740428187743893
2005-06-03,-0.007314175424762426
2005-06-06,0.0037247296653337703
2005-06-07,0.002016781677634638
2005-06-08,-0.00636001158931121
2005-06-09,0.009803224695785762
2005-06-10,0.002085625484796516
2005-06-13,0.004484032609885169
2005-06-14,0.008608003450459423
2005-06-15,0.0026868344158390567
2005-06-16,0.00977285068735445
2005-06-17,-0.0006240162525689152
2005-06-20,-0.003037694936065871
2005-06-21,0.00282694964833774
2005-06-22,0.0023489012664363873
2005-06-23,-0.01765331229030831
2005-06-24,-0.01065515629874747
2005-06-27,0.0025713766218617984
2005-06-28,0.015552724776310756
2005-06-29,0.007894160839024833
2005-06-30,-0.002193471472631159
2005-07-01,0.004395718995835907
2005-07-05,0.01578613573665555
2005-07-06,-0.009077912407980282
2005-07-07,0.002794952107379789
2005-07-08,0.02152362995264001
2005-07-11,0.012278496410720097
2005-07-12,-0.0031447908574496752
2005-07-13,-0.0022535812164476976
2005-07-14,-0.007226462080195839
2005-07-15,0.0009102735476793633
2005-07-18,-0.0057577924916710765
2005-07-19,0.014019796230098303
2005-07-20,0.01217324191595881
2005-07-21,-0.015589986917879606
2005-07-22,0.01538418045739176
2005-07-25,-0.006535616452364557
2005-07-26,0.00299042149983908
2005-07-27,0.0028322092790511455
2005-07-28,0.010256960728773024
2005-07-29,-0.0010293975746825668
2005-08-01,-0.0004420268009465156
2005-08-02,0.007515261000371698
2005-08-03,-0.004972949088458023
2005-08-04,-0.01675691770096932
2005-08-05,-0.013754209897496095
2005-08-08,-0.00348648757552239
2005-08-09,0.0015212541028648552
2005-08-10,-0.001366835364378871
2005-08-11,0.00866918565460817
2005-08-12,-0.01206276410619056
2005-08-15,0.010683382458327673
2005-08-16,-0.017517182043879198
2005-08-17,-0.0012297541812376078
2005-08-18,-0.0032315187372485843
2005-08-19,0.005249583908506716
2005-08-22,0.005682683790042553
2005-08-23,-0.00015263731026815552
2005-08-24,-0.0039714784846396345
2005-08-25,0.005520238369621344
2005-08-26,-0.01631851955054242
2005-08-29,0.013488230665081424
2005-08-30,-0.004435624902471291
2005-08-31,0.02228002514344718
2005-09-01,0.0
2005-09-02,-0.005411167293386088
2005-09-06,0.014961575231358548
2005-09-07,0.002977729652854144
2005-09-08,-0.005641023575208459
2005-09-09,0.00612135763691013
2005-09-12,0.004451498360672934
2005-09-13,-0.007681789699101493
2005-09-14,-0.011463648734477916
2005-09-15,-0.003464060354898546
2005-09-16,0.011637050746271305
2005-09-19,-0.004780414847105896
2005-09-20,-0.014410055517690923
2005-09-21,-0.016143924817806132
2005-09-22,0.005107748174884685
2005-09-23,0.006921294374065745
2005-09-26,0.006750668287876405
2005-09-27,-0.003352930200969717
2005-09-28,-0.0013758952377034284
2005-09-29,0.011024628645763146
2005-09-30,0.0054520540399833894
2005-10-03,0.006024871876018301
2005-10-04,-0.015122137746974573
2005-10-05,-0.025539977899004085
2005-10-06,-0.008892502028483351
2005-10-07,0.008972288118779703
2005-10-10,-0.011232194011632779
2005-10-11,-0.013884301178787917
2005-10-12,-0.014080430449209369
2005-10-13,0.004057159576921876
2005-10-14,0.0168095328512603
2005-10-17,0.0017487229982158237
2005-10-18,-0.01348800586977661
2005-10-19,0.021553631662156958
2005-10-20,-0.018579529199011735
2005-10-21,0.011070282420959643
2005-10-24,0.02189782820648678
2005-10-25,-0.008540459580325788
2005-10-26,-0.005168463475453966
2005-10-27,-0.020938128475097573
2005-10-28,0.013989511048601022
2005-10-31,0.011417194318794621
2005-11-01,0.00501728129285417
2005-11-02,0.020124539732404356
2005-11-03,0.003517949787374741
2005-11-04,-0.0021337244970719427
2005-11-07,0.0036655146536046512
2005-11-08,-0.003652127725908505
2005-11-09,0.003359946714582396
2005-11-10,0.005327549475167448
2005-11-11,0.005752803152846875
2005-11-14,-0.003612793210932108
2005-11-15,-0.014503722619616188
2005-11-16,0.00030681584291025743
2005-11-17,0.01731776256666584
2005-11-18,0.007683091131766906
2005-11-21,0.010165740477224627
2005-11-22,0.005328020931298916
2005-11-23,0.0011777460713098264
2005-11-25,-0.0007353542919005251
2005-11-28,-0.013243021819745682
2005-11-29,0.0014911698926665107
2005-11-30,0.004317961345194021
2005-12-01,0.016308548243751275
2005-12-02,0.003939106489831534
2005-12-05,-0.007120238594307882
2005-12-06,0.003073026743287466
2005-12-07,-0.006127735999734485
2005-12-08,0.0026422802343775142
2005-12-09,0.004977829127833289
2005-12-12,0.0030596605340138527
2005-12-13,0.0001455967144183834
2005-12-14,-0.0011616940974547019
2005-12-15,-0.010177738041694973
2005-12-16,-0.003525233006665296
2005-12-19,-0.012382001757073824
2005-12-20,-0.00029833653827027184
2005-12-21,0.012093191349577648
2005-12-22,0.006529998545653948
2005-12-23,0.0023540003284823197
2005-12-27,-0.014971344348977289
2005-12-28,0.005960489855358686
2005-12-29,-0.005332478220798187
2005-12-30,-0.006403730822733156
2006-01-03,0.019934272459191105
2006-01-04,0.005437197048397513
2006-01-05,0.005407720870518995
2006-01-06,0.011920456679762825
2006-01-09,0.006607996626533552
2006-01-10,0.008990721550290681
2006-01-11,-0.0016969394950473449
2006-01-12,-0.003541765462469759
2006-01-13,0.000426377746842288
2006-01-17,-0.004690142225635463
2006-01-18,-0.0021422332571486846
2006-01-19,0.016027900392752814
2006-01-20,-0.011408764570042473
2006-01-23,0.0031345009249148514
2006-01-24,0.011219799329017732
2006-01-25,0.0025281292047145687
2006-01-26,0.014430276930804009
2006-01-27,0.0049714192497405385
2006-01-30,-0.002886077400776177
2006-01-31,-0.0028940870733689117
2006-02-01,0.010366045149539094
2006-02-02,-0.015047585719935364
2006-02-03,-0.00305528703417024
2006-02-06,0.008916136714791634
2006-02-07,-0.016156210095367607
2006-02-08,0.006316028348129832
2006-02-09,-0.005160477745091763
2006-02-10,-0.0021024215312143157
2006-02-13,-0.006603443608766413
2006-02-14,0.011597061501859018
2006-02-15,0.008806998325124216
2006-02-16,0.008869532899990595
2006-02-17,-0.0020607222782915713
2006-02-21,-0.004404580373425615
2006-02-22,0.006774295816068809
2006-02-23,-0.0006863306979102424
2006-02-24,0.007970127161592178
2006-02-27,0.002726914553434323
2006-02-28,-0.013188154083169756
2006-03-01,0.018186323630504653
2006-03-02,-0.004195020862331256
2006-03-03,-0.005027808169405068
2006-03-06,-0.0077845624704714345
2006-03-07,-0.014452645265735531
2006-03-08,0.0034915186311323954
2006-03-09,-0.008768054942032477
2006-03-10,0.01544471911812928
2006-03-13,0.0020740553049671817
2006-03-14,0.011038664488447703
2006-03-15,0.009144846171151189
2006-03-16,-0.002299256924328974
2006-03-17,0.004066914712903991
2006-03-20,-0.0005399331571644961
2006-03-21,-0.013913250163604451
2006-03-22,0.015479314667381061
2006-03-23,0.004316440407924782
2006-03-24,0.008333422706505722
2006-03-27,0.00013381600160178309
2006-03-28,-0.005206693467495693
2006-03-29,0.018518417058859038
2006-03-30,-0.002634761932688745
2006-03-31,0.003566890677661805
2006-04-03,-0.008292923792897922
2006-04-04,0.004513193247293712
2006-04-05,0.00515286282510985
2006-04-06,0.002103216462229218
2006-04-07,-0.01600388134389963
2006-04-10,-0.0010669665908824566
2006-04-11,-0.017749939946435256
2006-04-12,0.010462087364010664
2006-04-13,0.0025554016829136827
2006-04-17,0.000669860306312664
2006-04-18,0.028012662168551472
2006-04-19,0.007300566020747468
2006-04-20,-0.005305850910429233
2006-04-21,-0.0022124189083162493
2006-04-24,-0.007955174564635459
2006-04-25,0.0006573492338146636
2006-04-26,-0.0007881308243531393
2006-04-27,-0.00828324284948001
2006-04-28,0.01020800242278841
2006-05-01,-0.012335556676095316
2006-05-02,0.013685626027267084
2006-05-03,-0.0017034747791947469
2006-05-04,0.01221062087027347
2006-05-05,0.005578417717369888
2006-05-08,0.00141895036082329
2006-05-09,-0.0014169397935919203
2006-05-10,-0.006063938191005258
2006-05-11,-0.0225819400828855
2006-05-12,-0.024034153957794957
2006-05-15,-0.004489811789376796
2006-05-16,0.0016403562756386325
2006-05-17,-0.018284143678530262
2006-05-18,-0.009451054378042278
2006-05-19,0.008839677339306684
2006-05-22,-0.011126195984007548
2006-05-23,-0.012939564408498194
2006-05-24,0.007694036610809807
2006-05-25,0.02106935463885007
2006-05-26,0.0059552724343383545
2006-05-30,-0.027533480881370198
2006-05-31,0.017412563787858604
2006-06-01,0.01947875287930012
2006-06-02,-0.0006819944164255798
2006-06-05,-0.02909029312384981
2006-06-06,-0.0042198971889017
2006-06-07,-0.009747295338835671
2006-06-08,0.0008561686403625313
2006-06-09,-0.008837094962932501
2006-06-12,-0.023008288671804822
2006-06-13,-0.018987428973119114
2006-06-14,0.012002974130103095
2006-06-15,0.03424793744221866
2006-06-16,-0.013044796195713304
2006-06-19,-0.019608106882623377
2006-06-20,-0.0011852342298124263
2006-06-21,0.017502580729303885
2006-06-22,-0.003723033320984892
2006-06-23,0.006008181722745531
2006-06-26,0.012381851730620452
2006-06-27,-0.01726621792716687
2006-06-28,0.004392321734801197
2006-06-29,0.03862926687298307
2006-06-30,0.006737346273042233
2006-07-03,0.012546935872518095
2006-07-05,-0.014594822436037491
2006-07-06,-0.0002792389391337302
2006-07-07,-0.014814984144595034
2006-07-10,0.00014246388611005578
2006-07-11,0.00879412895460785
2006-07-12,-0.020669643462543297
2006-07-13,-0.022684402579944862
2006-07-14,-0.00793338892192863
2006-07-17,-0.001332706991230892
2006-07-18,0.006820965612248875
2006-07-19,0.023564257817619394
2006-07-20,-0.025611771185773846
2006-07-21,-0.014323605090351132
2006-07-24,0.031910138100577745
2006-07-25,0.0024679569417513925
2006-07-26,-0.0021723793410778347
2006-07-27,-0.009578975880725094
2006-07-28,0.02095501902932062
2006-07-31,0.00014399796433406387
2006-08-01,-0.01564314765050634
2006-08-02,0.01326759465150329
2006-08-03,0.012085923361397466
2006-08-04,-0.01023587766081513
2006-08-07,-0.0038783824717935067
2006-08-08,-0.013842427386182132
2006-08-09,-0.010089103990128967
2006-08-10,0.0088625714329984
2006-08-11,-0.010249357281570393
2006-08-14,0.005917467420430977
2006-08-15,0.020882174834314426
2006-08-16,0.014405101532870335
2006-08-17,0.0015617418568207864
2006-08-18,0.005813390004634433
2006-08-21,-0.010713091863443491
2006-08-22,0.003277187219458577
2006-08-23,-0.011503824558485087
2006-08-24,-0.0017244268470016921
2006-08-25,0.0017274056316485265
2006-08-28,0.010631846511010679
2006-08-29,0.012937014006782155
2006-08-30,0.007719490725028644
2006-08-31,-0.0004175166153264076
2006-09-01,0.0006964980245569574
2006-09-05,0.009050110462252459
2006-09-06,-0.02124980972137036
2006-09-07,-0.008882258766085949
2006-09-08,0.0038410094355247892
2006-09-11,-0.0012755784043949614
2006-09-12,0.023552760234131
2006-09-13,0.008456108602274304
2006-09-14,-0.0035739579691609347
2006-09-15,0.002345395511083481
2006-09-18,-0.00027532348285574937
2006-09-19,-0.004405841394500509
2006-09-20,0.01341315661125031
2006-09-21,-0.010779624125422327
2006-09-22,-0.013241409273676785
2006-09-25,0.011881804873553836
2006-09-26,0.0032015861308325455
2006-09-27,0.007320726905601926
2006-09-28,-0.003976886095265142
2006-09-29,-0.0086742456806852
2006-10-02,-0.009443925333991188
2006-10-03,-0.0014022455383980725
2006-10-04,0.024290664975384013
2006-10-05,0.01274866627801119
2006-10-06,-0.0051434399357950245
2006-10-09,0.007618280799448485
2006-10-10,0.000540655666777301
2006-10-11,-0.003913021001883399
2006-10-12,0.020186464886837285
2006-10-13,0.00796818648387565
