Date,GLD
2005-01-04,-0.006508572206357255
2005-01-05,-0.0016378920629933624
2005-01-06,-0.012186469776904074
2005-01-07,-0.007354717961295498
2005-01-10,0.0026290776756787704
2005-01-11,0.006197814464949936
2005-01-12,0.009239502442725867
2005-01-13,0.0
2005-01-14,-0.00657274153347609
2005-01-18,0.0
2005-01-19,-0.001417801836571253
2005-01-20,-0.0002365906751138347
2005-01-21,0.011597672863119524
2005-01-24,0.000701889988740767
2005-01-25,-0.012391834781958044
2005-01-26,0.010653336419529369
2005-01-27,-0.0016397211777005039
2005-01-28,0.0016424142791766627
2005-01-31,-0.011009543713402792
2005-02-01,-0.0028423198273899164
2005-02-02,0.0014252108186629808
2005-02-03,-0.01138518842442049
2005-02-04,-0.0050383657134133175
2005-02-07,-0.004822781698873069
2005-02-08,-0.00024235851997878033
2005-02-09,0.0012119014491505098
2005-02-10,0.01065114045223603
2005-02-11,0.007904235474363697
2005-02-14,0.011169139390555083
2005-02-15,0.0007051138550435709
2005-02-16,-0.0014091444506997286
2005-02-17,0.004938830719939835
2005-02-18,0.00046806594846571237
2005-02-22,0.019181279411092822
2005-02-23,-0.0034427708728380635
2005-02-24,-0.0020726932677530563
2005-02-25,0.003923336297287472
2005-02-28,0.0006896271102729834
2005-03-01,-0.007121469498896138
2005-03-02,0.0006940948276166203
2005-03-03,-0.006473960214956609
2005-03-04,0.00954153678763614
2005-03-07,0.002074692263067668
2005-03-08,0.012882391140284666
2005-03-09,-0.00022707975949121106
2005-03-10,0.004089057321762013
2005-03-11,0.005203609463038106
2005-03-14,-0.009002960232532553
2005-03-15,0.0006814125556653394
2005-03-16,0.005674080622057209
2005-03-17,-0.011058489354102252
2005-03-18,0.0015974371362783568
2005-03-21,-0.018227369518925784
2005-03-22,-0.010211153983543442
2005-03-23,-0.005392810051695673
2005-03-24,-0.0007071848324320396
2005-03-28,0.0035386064647016102
2005-03-29,0.000470156495844698
2005-03-30,0.001174794065958995
2005-03-31,0.004928399001750794
2005-04-01,-0.00467073246998706
2005-04-04,-0.005161835089612765
2005-04-05,0.0011792272467261444
2005-04-06,0.004240289798367325
2005-04-07,-0.0014074917144651922
2005-04-08,0.002818861469227496
2005-04-11,0.002108225708201017
2005-04-12,0.0014025566854398708
2005-04-13,0.0014005922753805855
2005-04-14,-0.013752916820573557
2005-04-15,0.002127160237926695
2005-04-18,0.006839554018720495
2005-04-19,0.013820570896405648
2005-04-20,0.002772706792206092
2005-04-21,-0.004838776308445536
2005-04-22,0.004630719363250213
2005-04-25,0.0011523216815825243
2005-04-26,0.0046040692739912625
2005-04-27,-0.010082461797956688
2005-04-28,-0.004629647208502563
2005-04-29,0.00813949939816494
2005-05-02,-0.010841924395601499
2005-05-03,-0.0027985714457283706
2005-05-04,0.003274162999094443
2005-05-05,0.000233061099710552
2005-05-06,-0.009088776300053003
2005-05-09,0.0007055216127449526
2005-05-10,0.00211516226090791
2005-05-11,0.0011725900041332782
2005-05-12,-0.01241505730490422
2005-05-13,-0.004981002970415038
2005-05-16,-0.0016686458534241888
2005-05-17,-0.00047756583700042654
2005-05-18,0.004538906448606106
2005-05-19,-0.0016646776716828793
2005-05-20,-0.007860838969886319
2005-05-23,-0.000720350369627254
2005-05-24,0.0026429748480192305
2005-05-25,0.0033548859617584803
2005-05-26,-0.004299028176919961
2005-05-27,0.004557506540298295
2005-05-31,-0.005491870495949791
2005-06-01,-0.002881218299775279
2005-06-02,0.013725011114336105
2005-06-03,0.001662700649912141
2005-06-06,0.007351230418580101
2005-06-07,-0.002354013069648664
2005-06-08,-0.0009438630136665571
2005-06-09,-0.0016532757338674209
2005-06-10,0.008280067904679056
2005-06-13,0.0037541025673843986
2005-06-14,-0.0042075808862082065
2005-06-15,0.003286460313625339
2005-06-16,0.01684598450468955
2005-06-17,0.003911688615366726
2005-06-20,0.0006875722796806372
2005-06-21,0.0034356739899943367
2005-06-22,-0.00205432891501256
2005-06-23,0.006861830482257192
2005-06-24,-0.002726009328416601
2005-06-27,0.00022775219101789368
2005-06-28,-0.010475952768643992
2005-06-29,0.004142699701154218
2005-06-30,-0.004354857592362094
2005-07-01,-0.017034942153855037
2005-07-05,-0.00983611185335409
2005-07-06,-0.0007095264939214196
2005-07-07,0.002603564742048814
2005-07-08,-0.0023607716566916848
2005-07-11,0.006625712378494519
2005-07-12,0.0023506928060406107
2005-07-13,-0.006801147272008312
2005-07-14,-0.0106256662209131
2005-07-15,0.0035798975111969167
2005-07-18,-0.0009512703032843461
2005-07-19,-0.0028564374358296396
2005-07-20,0.0074003670997335735
2005-07-21,0.006161097555276163
2005-07-22,-0.00023547625409303663
2005-07-25,0.0014133700239207236
2005-07-26,-0.00611616870851539
2005-07-27,0.0044970089161888716
2005-07-28,0.0073044623779963125
2005-07-29,0.0016374197619699604
2005-08-01,0.007239639782820717
2005-08-02,0.00023181825378149057
2005-08-03,0.009040319776685513
2005-08-04,0.0034459345298729627
2005-08-05,-0.001831543738455732
2005-08-08,-0.005733945154800635
2005-08-09,-0.00023064179665821527
2005-08-10,0.007152777392699372
2005-08-11,0.01832758783722488
2005-08-12,0.0008999080954052996
2005-08-15,-0.008091719414922038
2005-08-16,0.009517293423515705
2005-08-17,-0.014365867578198133
2005-08-18,-0.0018218632802418089
2005-08-19,-0.00524762371263765
2005-08-22,0.00229363055775611
2005-08-23,0.0013729418202810262
2005-08-24,-0.0038847846313024847
2005-08-25,0.0032117317999167394
2005-08-26,-0.0027440871973681835
2005-08-29,-0.0009172418015938044
2005-08-30,-0.012852912031521946
2005-08-31,0.009067733540236933
2005-09-01,0.018894001520605164
2005-09-02,0.0006783984276064192
2005-09-06,0.00045198774607158043
2005-09-07,0.0013553506363357393
2005-09-08,0.006090607532464931
2005-09-09,0.00538120373717188
2005-09-12,0.0011150588066548561
2005-09-13,-0.007351259096553209
2005-09-14,0.008976609040712402
2005-09-15,0.010231296571167503
2005-09-16,0.008806727036646977
2005-09-19,0.009384554955035318
2005-09-20,-0.00043244233002537324
2005-09-21,0.017953749497582994
2005-09-22,-0.014874643912287211
2005-09-23,-0.0017256650129728879
2005-09-26,0.006266225652042934
2005-09-27,-0.0068713699145629414
2005-09-28,0.01189187539590364
2005-09-29,0.0064102402126318125
2005-09-30,-0.008492520682382154
2005-10-03,-0.005995772792713683
2005-10-04,0.0006463290645757347
2005-10-05,-0.0019375705298092516
2005-10-06,0.01833473819953535
2005-10-07,0.0031773253291216275
2005-10-10,0.00021111320532840594
2005-10-11,0.0004222178217152539
2005-10-12,-0.01139482849719764
2005-10-13,0.003628644379497281
2005-10-14,-0.004678885975357261
2005-10-17,0.00982904042674404
2005-10-18,-0.005501445847803543
2005-10-19,-0.014042549944938476
2005-10-20,-0.007768679524517874
2005-10-21,0.0117442566529673
2005-10-24,-0.0027945199233878615
2005-10-25,0.014442810788052762
2005-10-26,-0.0027624535554947593
2005-10-27,0.005327082854768905
2005-10-28,0.0008478362710597764
2005-10-31,-0.017365516171666262
2005-11-01,-0.014439697448477284
2005-11-02,0.00874702667577032
2005-11-03,-0.003685280288451609
2005-11-04,-0.009791139510520241
2005-11-07,0.0057130772537832275
2005-11-08,0.0030587587556969442
2005-11-09,0.014158168765830315
2005-11-10,-0.001718252334515169
2005-11-11,0.006884675085537362
2005-11-14,-0.003846160429704426
2005-11-15,0.0008580205157402432
2005-11-16,0.024003406248336745
2005-11-17,0.014650497715013922
2005-11-18,-0.0004125507003408524
2005-11-21,0.010936908873445672
2005-11-22,0.006736027863874616
2005-11-23,-0.0034468404297892663
2005-11-25,0.0054933191187032104
2005-11-28,0.006475182545080838
2005-11-29,0.0012062234935492633
2005-11-30,-0.014056240435010303
2005-12-01,0.021792255154308826
2005-12-02,0.002989865085778698
2005-12-05,0.009141476296947726
2005-12-06,0.00216621923977689
2005-12-07,0.00844960326848132
2005-12-08,0.011301672535145801
2005-12-09,0.00963391108477496
2005-12-12,0.0030534321136057585
2005-12-13,-0.017313543067647985
2005-12-14,-0.025169467828698
2005-12-15,-0.0021846434754280164
2005-12-16,-0.0029856990618533086
2005-12-19,0.0025953497248796253
2005-12-20,-0.02349662040010725
2005-12-21,0.006729160077420415
2005-12-22,0.015596525712427756
2005-12-23,-0.0003988922618096691
2005-12-27,0.010375109115033698
2005-12-28,0.016390241727063604
2005-12-29,0.0
2005-12-30,0.00213717908961919
2006-01-03,0.029856476272998034
2006-01-04,0.0033885600300291863
2006-01-05,-0.018011240116588056
2006-01-06,0.02636608834719323
2006-01-09,0.016381184538745375
2006-01-10,-0.009890057068152158
2006-01-11,0.00869399545073013
2006-01-12,-0.0018338249836722387
2006-01-13,0.018555912472356884
2006-01-17,-0.0032467588317915963
2006-01-18,-0.021534539682482756
2006-01-19,0.02811171567121673
2006-01-20,-0.007015639298038057
2006-01-23,0.010326081285254363
2006-01-24,-0.0007172478967010232
2006-01-25,0.007356896658529122
2006-01-26,-0.004631249097967416
2006-01-27,-0.004473872498593212
2006-01-30,0.01887469381449214
2006-01-31,0.0003528662254055348
2006-02-01,0.0
2006-02-02,0.004938250009334899
2006-02-03,-0.008424000457924352
2006-02-06,0.003893826915099652
2006-02-07,-0.03737663436100591
2006-02-08,0.0042125158124795
2006-02-09,0.024621528889982258
2006-02-10,-0.02474189003378091
2006-02-13,-0.01952910525542595
2006-02-14,0.014333589729460527
2006-02-15,-0.013397014763206982
2006-02-16,0.014136944939711071
2006-02-17,0.008070407612154273
2006-02-21,0.002911205423533403
2006-02-22,0.003991313950767461
2006-02-23,-0.012649092175810561
2006-02-24,0.01830161074616421
2006-02-27,-0.007548493413956692
2006-02-28,0.015392945587303197
2006-03-01,0.0005350237107213385
2006-03-02,0.011408257072251793
2006-03-03,-0.008107206301766756
2006-03-06,-0.018656703266432872
2006-03-07,-0.00506968643160588
2006-03-08,-0.017834386326292417
2006-03-09,0.00500278769050877
2006-03-10,-0.007558994003034503
2006-03-13,0.008916951995335376
2006-03-14,0.01031113136500772
2006-03-15,0.004556223890405997
2006-03-16,0.003991313950767461
2006-03-17,-0.003975446694913676
2006-03-20,0.0009070979323191342
2006-03-21,-0.006162703447070372
2006-03-22,-0.0014590886081162768
2006-03-23,-0.0009132280741652732
2006-03-24,0.01846432006299903
2006-03-27,0.012206072811896895
2006-03-28,-0.005852066322561411
2006-03-29,0.01801638060634092
2006-03-30,0.02680916046045878
2006-03-31,-0.008532423430365976
2006-04-03,0.006368377905325406
2006-04-04,-0.002394379796914814
2006-04-05,0.005657431956083592
2006-04-06,0.01056936470333314
2006-04-07,-0.011639653186868215
2006-04-10,0.01723840790071396
2006-04-11,-0.009899331672702516
2006-04-12,0.00711747154023068
2006-04-13,0.0011778511604370046
2006-04-17,0.026722691640132634
2006-04-18,0.01244063381297944
2006-04-19,0.030719508047747146
2006-04-20,-0.043764720243566146
2006-04-21,0.03674543490991211
2006-04-24,-0.02452530408780418
2006-04-25,0.018329233178423054
2006-04-26,0.01385796055269961
2006-04-27,-0.01084057226810442
2006-04-28,0.03383096067965585
2006-05-01,0.0010755465994394253
2006-05-02,0.021332095020380137
2006-05-03,-0.001352426193206302
2006-05-04,0.015347641987844218
2006-05-05,0.007557713121890908
2006-05-08,-0.006324464166587607
2006-05-09,0.0313795562935506
2006-05-10,0.010045880384277117
2006-05-11,0.009235600330281812
2006-05-12,0.0012671261274381784
2006-05-15,-0.05216533944314217
2006-05-16,0.017801466889946216
2006-05-17,-0.006704548613620798
2006-05-18,-0.010124760468922855
2006-05-19,-0.02786832610335288
2006-05-22,-0.00426957565536823
2006-05-23,0.016538960967645622
2006-05-24,-0.03495028307951242
2006-05-25,0.009990624633774647
2006-05-26,0.006182404091902738
2006-05-30,0.00015364264923056759
2006-05-31,-0.013515546692808078
2006-06-01,-0.026000340905513952
2006-06-02,0.01502555316615295
2006-06-05,-0.0033070721964197913
2006-06-06,-0.01169223681090592
2006-06-07,-0.004316554133604211
2006-06-08,-0.021997414237910684
2006-06-09,-0.007552111075767809
2006-06-12,-0.006947923545768897
2006-06-13,-0.0684657786761278
2006-06-14,-0.0053647933992091446
2006-06-15,0.030564559431605964
2006-06-16,0.0062805410374777715
2006-06-19,-0.022884876696260603
2006-06-20,0.0166784708397667
2006-06-21,0.01797561269997283
2006-06-22,-0.010286340990630971
2006-06-23,0.00450376127303187
2006-06-26,0.005000812078571837
2006-06-27,-0.010295101007006813
2006-06-28,-0.00242717387149316
2006-06-29,0.0344108361267339
2006-06-30,0.028729823106874885
2006-07-03,0.015515282868557634
2006-07-05,0.005146344375260181
2006-07-06,0.00832000732421867
2006-07-07,-0.006188501853626849
2006-07-10,-0.00973975091726631
2006-07-11,0.02886167207861212
2006-07-12,0.017395341980338985
2006-07-13,0.00970432687279188
2006-07-14,0.004576588991558106
2006-07-17,-0.02885342073209518
2006-07-18,-0.016419065278089007
2006-07-19,0.01796497974571687
2006-07-20,-0.02327030910785055
2006-07-21,-0.013271535319863026
2006-07-24,-0.009236747743975315
2006-07-25,0.006705918408653533
2006-07-26,0.007311141649348762
2006-07-27,0.01451615364320813
2006-07-28,0.0033386181141228377
2006-07-31,0.0007922553727934822
2006-08-01,0.018366052093327312
2006-08-02,0.006685328159452553
2006-08-03,-0.009729687311474389
2006-08-04,0.00249525929291039
2006-08-07,0.0034225455021941187
2006-08-08,-0.008217035337936052
2006-08-09,0.010317274036587776
2006-08-10,-0.021352271577653292
2006-08-11,-0.008537563881855226
2006-08-14,-0.007335338720911522
2006-08-15,-0.0038554486500690377
2006-08-16,0.007740741330852563
2006-08-17,-0.02336378396470773
2006-08-18,0.00016388884860774056
2006-08-21,0.02293574197548076
2006-08-22,-0.006245986518673807
2006-08-23,-0.003545486038853407
2006-08-24,-0.0012938998655261935
2006-08-25,0.0003238940528529355
2006-08-28,-0.012465605505218913
2006-08-29,-0.0009836290703445494
2006-08-30,0.007876592600150722
2006-08-31,0.014164812317137399
2006-09-01,-0.002408115647362541
2006-09-05,0.01963310641593541
2006-09-06,-0.007891414065395619
2006-09-07,-0.02561248162136409
2006-09-08,-0.009959193638392816
2006-09-11,-0.03529022775705615
2006-09-12,-0.003076928293603065
2006-09-13,0.0051440198667760395
2006-09-14,-0.02439441029054623
2006-09-15,0.0036720214060619316
2006-09-18,0.014459895370964704
2006-09-19,-0.022497018437048433
2006-09-20,0.005973298726727361
2006-09-21,0.01205033988180837
2006-09-22,0.009490927175488162
2006-09-25,0.0
2006-09-26,0.0041025927943041385
2006-09-27,0.01821586081459814
2006-09-28,-0.0003343998880528387
2006-09-29,-0.005352060376722867
2006-10-02,-0.005380859059286869
2006-10-03,-0.03448860292310929
2006-10-04,-0.012957479785644876
2006-10-05,0.009756949573924034
2006-10-06,0.0012298579018521494
2006-10-09,0.003684840819227375
2006-10-10,-0.0034965167879689174
2006-10-11,-0.002105244419030927
2006-10-12,0.01072434245599041
2006-10-13,0.018785840751887495
2006-10-16,0.010244126297547451
2006-10-17,-0.008788180820653135
2006-10-18,-0.0010230412912187736
2006-10-19,0.013995557137543413
2006-10-20,-0.010604293380463203
2006-10-23,-0.017352849250533375
2006-10-24,0.00709833551465433
2006-10-25,0.010142688175343029
2006-10-26,0.009019785723852092
2006-10-27,0.0018552978352670557
2006-10-30,0.008417508201277846
2006-10-31,0.005676129280914877
2006-11-01,0.018592279227726438
2006-11-02,0.009126426874566773
2006-11-03,0.006136968335793913
2006-11-06,-0.006581057021397441
2006-11-07,0.002423679550140667
2006-11-08,-0.014990333517919452
2006-11-09,0.030109640553271477
2006-11-10,-0.007307372182646099
2006-11-13,-0.0048008168298896425
2006-11-14,-0.009004624070746425
2006-11-15,0.0034074165314479377
2006-11-16,-0.008570484766965092
2006-11-17,0.007665917394851229
2006-11-20,-0.0001618375158750629
2006-11-21,0.008094544217170263
2006-11-22,0.003693585041681935
2006-11-24,0.016000000000000014
2006-11-27,0.0031496183140071743
2006-11-28,-0.00204083306998748
2006-11-29,-0.006449580767348806
2006-11-30,0.019474343654336312
2006-12-01,-0.004193145606859794
2006-12-04,0.0
2006-12-05,-0.004834706176108816
2006-12-06,-0.017552150485469653
2006-12-07,0.0006380749147170128
2006-12-08,-0.010840113345097935
2006-12-11,0.008380345917121224
2006-12-12,-0.0007990928129201214
2006-12-13,-0.0006398099045819006
2006-12-14,-0.005761853600978362
2006-12-15,-0.018029603205770406
2006-12-18,0.0006557527135631069
2006-12-19,0.012450824215827883
2006-12-20,-0.002912626333300028
2006-12-21,-0.003894804737579194
2006-12-22,0.004398834360788584
2006-12-26,0.005352765745170407
2006-12-27,0.003872243953523258
2006-12-28,0.010928966439002874
2006-12-29,0.004928418935987056
2007-01-03,-0.014712866930008173
2007-01-04,-0.010115563034137298
2007-01-05,-0.024006542097364414
2007-01-08,0.005152092117745921
2007-01-09,0.006117707253393334
2007-01-10,-0.004272774495528986
2007-01-11,0.0006601900549034756
2007-01-12,0.025399918748145067
2007-01-16,-0.0032169366918541886
2007-01-17,0.010811653312046143
2007-01-18,-0.006066428349583153
