Date,XLK
2005-01-04,-0.018634078459427883
2005-01-05,-0.00340778020850685
2005-01-06,-0.0029305777002516242
2005-01-07,0.001959460819015213
2005-01-10,0.0
2005-01-11,-0.009780334976290384
2005-01-12,0.005432695114569119
2005-01-13,-0.00982344401827595
2005-01-14,0.0029765050060692744
2005-01-18,0.010879534488274611
2005-01-19,-0.021036959249103315
2005-01-20,-0.006995770881273677
2005-01-21,-0.007046183841621034
2005-01-24,-0.008109934570504906
2005-01-25,0.0015333755112814096
2005-01-26,0.010203974081799183
2005-01-27,-0.0010096002214420308
2005-01-28,0.0
2005-01-31,0.007077175031513061
2005-02-01,0.0060243594534057365
2005-02-02,0.0004995929047499903
2005-02-03,-0.0064846371048731255
2005-02-04,0.017068372887546035
2005-02-07,-0.0029613838276170146
2005-02-08,0.0049504432012512645
2005-02-09,-0.017241015711592533
2005-02-10,0.002004392046408565
2005-02-11,0.00950474284638525
2005-02-14,0.0019827817678308435
2005-02-15,0.004945360447973224
2005-02-16,-0.0034452865167146074
2005-02-17,-0.016296180213067335
2005-02-18,-0.002007786623598018
2005-02-22,-0.005533241232628661
2005-02-23,-0.0030349073834872176
2005-02-24,0.00862511214369488
2005-02-25,0.00653896640423457
2005-02-28,-0.002997947633559317
2005-03-01,0.012029720794900056
2005-03-02,-0.0024758928975380234
2005-03-03,-0.007448709714613755
2005-03-04,0.006503733316864713
2005-03-07,0.007454879718732599
2005-03-08,-0.00838639770092231
2005-03-09,-0.0019901152388355214
2005-03-10,0.004486579747869257
2005-03-11,-0.01290331107618603
2005-03-14,0.004022066776582234
2005-03-15,-0.010015042193296075
2005-03-16,-0.01011667268448646
2005-03-17,-0.0005103832726556234
2005-03-18,-0.005624272343581316
2005-03-21,0.0
2005-03-22,-0.008739963856960409
2005-03-23,0.004149708099092431
2005-03-24,0.0005162404581331437
2005-03-28,0.0010325906608754654
2005-03-29,-0.007736505560976381
2005-03-30,0.015072832511419998
2005-03-31,0.0015366434176733446
2005-04-01,-0.008691253285926015
2005-04-04,0.003609825858185589
2005-04-05,0.002055886368855564
2005-04-06,-0.0015387512788623825
2005-04-07,0.013353967711782655
2005-04-08,-0.0070958064116515285
2005-04-11,-0.0056154061410226275
2005-04-12,0.0061604331915936505
2005-04-13,-0.014285741497376159
2005-04-14,-0.013975214492446653
2005-04-15,-0.030446124234914218
2005-04-18,0.0010827717339305654
2005-04-19,0.012439551179496577
2005-04-20,-0.009081244309430803
2005-04-21,0.02695381967375443
2005-04-22,-0.012073286225133817
2005-04-25,0.006907524434654366
2005-04-26,-0.00686013786472861
2005-04-27,0.0037191564727765414
2005-04-28,-0.010058088040946989
2005-04-29,0.009091093010174855
2005-05-02,-0.001060215016037147
2005-05-03,0.006896533056365506
2005-05-04,0.0068496244954625585
2005-05-05,-0.0015698289631425055
2005-05-06,0.0026207127490760485
2005-05-09,0.004181724729045877
2005-05-10,-0.010411457040374272
2005-05-11,0.004734261598099643
2005-05-12,0.0010473180701850993
2005-05-13,0.012552650387627429
2005-05-16,0.009297342161938671
2005-05-17,0.003582624158192882
2005-05-18,0.014278006436516444
2005-05-19,0.0055306468374096696
2005-05-20,0.0014999714080783377
2005-05-23,0.0034946706381497883
2005-05-24,0.004974947567772503
2005-05-25,-0.004455053876746495
2005-05-26,0.01143664989311155
2005-05-27,-0.0014748986397232766
2005-05-31,-0.0064010762700253965
2005-06-01,0.009911257072046986
2005-06-02,0.00441582751288605
2005-06-03,-0.010747640199180064
2005-06-06,-0.001480839609509621
2005-06-07,-0.003956239120804006
2005-06-08,0.001985235061396473
2005-06-09,0.004955412694514827
2005-06-10,-0.005423737924688976
2005-06-13,0.003965924075487681
2005-06-14,-0.005925386480332584
2005-06-15,0.0059607059668820295
2005-06-16,0.0019758662967026552
2005-06-17,0.0004925784781293352
2005-06-20,-0.0014779887631412025
2005-06-21,0.004440529341893429
2005-06-22,0.0019643954096055793
2005-06-23,-0.00784266453429483
2005-06-24,-0.012352565459988862
2005-06-27,-0.008003646657695263
2005-06-28,0.012606839832849381
2005-06-29,0.0014946779869760007
2005-06-30,-0.009448638606776916
2005-07-01,0.002510264307759913
2005-07-05,0.006509933219342123
2005-07-06,-0.002487102297359378
2005-07-07,0.0019943944432043725
2005-07-08,0.01791939783270924
2005-07-11,0.010269059622216137
2005-07-12,0.005324157191663126
2005-07-13,0.004333271159261631
2005-07-14,0.008628433968169258
2005-07-15,-0.0004748426832231756
2005-07-18,-0.005706263421211055
2005-07-19,0.01482544305518152
2005-07-20,-0.003298752188689913
2005-07-21,-0.006619692983509062
2005-07-22,-0.0023793804560047205
2005-07-25,-0.005248012513198841
2005-07-26,0.0076733376956781285
2005-07-27,0.006663805328888106
2005-07-28,0.0004731966629338835
2005-07-29,-0.005198937369619294
2005-08-01,0.00047556290117500843
2005-08-02,0.009971082690174882
2005-08-03,0.006581995210009461
2005-08-04,-0.009340867253314178
2005-08-05,-0.002357528807558684
2005-08-08,-0.008033833850200178
2005-08-09,0.007622095646456328
2005-08-10,-0.011347540765992536
2005-08-11,0.0076514998396637335
2005-08-12,-0.013288300500190253
2005-08-15,0.005291163649556729
2005-08-16,-0.009570166313667139
2005-08-17,0.00869591251891455
2005-08-18,-0.006704875227156348
2005-08-19,0.0009646220251962045
2005-08-22,0.0019262458778859237
2005-08-23,-0.00048026170463644213
2005-08-24,-0.006253166195143156
2005-08-25,0.00048375691729929393
2005-08-26,-0.0033862866588830753
2005-08-29,0.006796007998501885
2005-08-30,0.0
2005-08-31,0.0053038610382647455
2005-09-01,-0.0023984141804574977
2005-09-02,-0.0028843822746754677
2005-09-06,0.011571804067001423
2005-09-07,0.0
2005-09-08,0.0023832564401249368
2005-09-09,0.0009508466488159506
2005-09-12,0.0023754496978130035
2005-09-13,0.0009479281235504899
2005-09-14,-0.010416273838391055
2005-09-15,-0.002392675553480772
2005-09-16,0.0062348741227984394
2005-09-19,-0.008102763445693606
2005-09-20,-0.0038447310183337136
2005-09-21,-0.012059572968541876
2005-09-22,0.003905893001938665
2005-09-23,0.000486715352325362
2005-09-26,-0.0014587702298343164
2005-09-27,-0.00340778020850685
2005-09-28,0.00635104410493903
2005-09-29,0.007767185602696847
2005-09-30,0.006743868764705896
2005-10-03,-0.001435557696510159
2005-10-04,-0.009104379524916495
2005-10-05,-0.014023269612899236
2005-10-06,-0.011279910402304694
2005-10-07,0.0024803796849490745
2005-10-10,-0.006927706929868327
2005-10-11,-0.0074738270028429366
2005-10-12,-0.006525275289736787
2005-10-13,0.007074037966869229
2005-10-14,0.0040134311383159815
2005-10-17,-0.0009995646495428723
2005-10-18,-0.0020003824956446037
2005-10-19,0.012531005946304852
2005-10-20,-0.007425110330552376
2005-10-21,0.005984424705465008
2005-10-24,0.012890086189344174
2005-10-25,-0.006852135069806975
2005-10-26,-0.0024639964141317527
2005-10-27,-0.010870134632510853
2005-10-28,0.009490808687093288
2005-10-31,0.01039131408509153
2005-11-01,-0.001959354038454153
2005-11-02,0.011285686362118463
2005-11-03,0.00921838880989867
2005-11-04,0.004327201635247135
2005-11-07,0.0019149145055965544
2005-11-08,0.0004773379809768219
2005-11-09,-0.0009546959224546736
2005-11-10,0.008604043393561023
2005-11-11,0.0023695843884872225
2005-11-14,0.000945569556496606
2005-11-15,-0.0033064258327994978
2005-11-16,0.003791830454396905
2005-11-17,0.011803166336861848
2005-11-18,0.005599870197761314
2005-11-21,-0.00046406681453359244
2005-11-22,0.006499374062451491
2005-11-23,0.005535066153184776
2005-11-25,0.0027520134887937253
2005-11-28,-0.0036595465992438347
2005-11-29,0.0
2005-11-30,-0.0032135931527759176
2005-12-01,0.015200653022291677
2005-12-02,-0.0009074988131144712
2005-12-05,-0.004995664102202424
2005-12-06,0.001368870965451574
2005-12-07,-0.0018232713267555267
2005-12-08,-0.007305497659751747
2005-12-09,0.0036800883111287597
2005-12-12,0.0027492617818050125
2005-12-13,-0.003198905585474976
2005-12-14,0.0013754896037727615
2005-12-15,-0.004121256546197105
2005-12-16,-0.0014810172993623416
2005-12-19,-0.01205377802399965
2005-12-20,-0.0037543200955771905
2005-12-21,0.0009423499130483126
2005-12-22,0.0047061503236662805
2005-12-23,0.0018732951294906375
2005-12-27,-0.008414932821994014
2005-12-28,-0.0023575705368484856
2005-12-29,-0.005671750630359962
2005-12-30,-0.006653318046884293
2006-01-03,0.019617099018358397
2006-01-04,0.01173161228234787
2006-01-05,0.004637909943369323
2006-01-06,0.015697123881155184
2006-01-09,0.003181607242580764
2006-01-10,-0.0009056996014182861
2006-01-11,0.009523623741692466
2006-01-12,-0.00539058863037889
2006-01-13,-0.00045186438441102705
2006-01-17,-0.009941153998244023
2006-01-18,-0.011867178672226752
2006-01-19,0.00877665732968369
2006-01-20,-0.02609953513747232
2006-01-23,-0.003760452351410093
2006-01-24,0.0033026408994569767
2006-01-25,0.0032930484016837624
2006-01-26,0.006563436606274564
2006-01-27,0.011178566921721478
2006-01-30,0.0032239919474212897
2006-01-31,-0.008264482508216764
2006-02-01,0.006018577489771637
2006-02-02,-0.013805565364271466
2006-02-03,-0.006999067483122623
2006-02-06,-0.0028202892149784553
2006-02-07,-0.0028271007922942015
2006-02-08,0.019376057195789054
2006-02-09,-0.0046362183384474065
2006-02-10,0.007918189949053467
2006-02-13,-0.00924244253716855
2006-02-14,0.013526145055000827
2006-02-15,0.0055224081631166655
2006-02-16,0.009153502150490933
2006-02-17,-0.005442375007833733
2006-02-21,-0.010943636731319484
2006-02-22,0.005071351315619976
2006-02-23,-0.005045762481421523
2006-02-24,0.000460441362678532
2006-02-27,0.009216664407289299
2006-02-28,-0.011415560162977512
2006-03-01,0.01986171735020892
2006-03-02,0.0022645663272073957
2006-03-03,-0.005874546758443233
2006-03-06,-0.0040906378833182044
2006-03-07,-0.006389915137729796
2006-03-08,-0.0009188615292027302
2006-03-09,-0.005976615447843225
2006-03-10,0.004625152914980557
2006-03-13,0.003683337878275461
2006-03-14,0.011467920337800752
2006-03-15,0.005895635326232496
2006-03-16,-0.006311684255963845
2006-03-17,0.0031756069241757334
2006-03-20,0.001809239599471768
2006-03-21,-0.004063716376435544
2006-03-22,0.000453391296298955
2006-03-23,-0.0022650330620677117
2006-03-24,0.0031787166202479344
2006-03-27,0.0013577666422932566
2006-03-28,-0.01130124268408672
2006-03-29,0.01508894647522574
2006-03-30,0.0031532772458722214
2006-03-31,-0.005837504062687016
2006-04-03,0.005871780605828825
2006-04-04,0.0035921479581777493
2006-04-05,0.008501326763097339
2006-04-06,-0.0008880198911190851
2006-04-07,-0.01154496922153836
2006-04-10,-0.001348174655915635
2006-04-11,-0.008996257823630671
2006-04-12,0.0018152484007591951
2006-04-13,0.0013595574773701546
2006-04-17,-0.010859791166552557
2006-04-18,0.020128450260297637
2006-04-19,-0.0008970229413728381
2006-04-20,0.0008978283139677856
2006-04-21,-0.01076294505978359
2006-04-24,-0.0013593894748897828
2006-04-25,-0.0004538962589522022
2006-04-26,0.0036328189945691314
2006-04-27,0.009954985675124872
2006-04-28,-0.021057496582416624
2006-05-01,-0.008238004858516557
2006-05-02,0.004614710514839082
2006-05-03,-0.0022966996156269515
2006-05-04,0.003683337878275461
2006-05-05,0.0055046743353064365
2006-05-08,0.0013686346955437134
2006-05-09,-0.004100630146270601
2006-05-10,-0.01052148173076961
2006-05-11,-0.02080408781113874
2006-05-12,-0.009443175039429264
2006-05-15,0.0009535790911554543
2006-05-16,-0.009524352135698577
2006-05-17,-0.013460886629627522
2006-05-18,-0.003411740952239617
2006-05-19,0.007335202280161157
2006-05-22,-0.008737402655829118
2006-05-23,-0.007346639438911451
2006-05-24,0.009867060694603413
2006-05-25,0.00928210531896334
2006-05-26,0.004840247889133176
2006-05-30,-0.019749573081809357
2006-05-31,0.003930699524940184
2006-06-01,0.01713229282832729
2006-06-02,-0.003368994072140752
2006-06-05,-0.014968458118229888
2006-06-06,0.0
2006-06-07,-0.013725305815993183
2006-06-08,-0.004970523702795937
2006-06-09,-0.003995677538654263
2006-06-12,-0.0185563532672548
2006-06-13,0.0010225998288531102
2006-06-14,0.006636165337612354
2006-06-15,0.025354909883661403
2006-06-16,-0.0014838252714748368
2006-06-19,-0.004457539871176808
2006-06-20,-0.0014928069653502574
2006-06-21,0.012955031948478357
2006-06-22,-0.011805460897348019
2006-06-23,-0.0029863622176822258
2006-06-26,0.0019966864027427533
2006-06-27,-0.013452947109647173
2006-06-28,0.006566158076830142
2006-06-29,0.025588724102521
2006-06-30,-0.005380887159438963
2006-07-03,0.007377706290818686
2006-07-05,-0.015624631286016988
2006-07-06,0.000991629698714691
2006-07-07,-0.009909903398715447
2006-07-10,-0.011511792648047026
2006-07-11,0.00405042551653545
2006-07-12,-0.01815428967778676
2006-07-13,-0.016435592136933574
2006-07-14,-0.0026110508237099372
2006-07-17,0.0031412823138661228
2006-07-18,0.002087479849487872
2006-07-19,0.01458346449870107
2006-07-20,-0.01437384405422637
2006-07-21,-0.010416107403288799
2006-07-24,0.015262921785706318
2006-07-25,0.010886772212299833
2006-07-26,0.002563994971778394
2006-07-27,-0.0030696712898138356
2006-07-28,0.017445341805947923
2006-07-31,-0.0015130704353454316
2006-08-01,-0.014141351464340368
2006-08-02,0.012295026691717004
2006-08-03,0.0030364237617312995
2006-08-04,-0.0030272318031520085
2006-08-07,-0.0035422129082068876
2006-08-08,-0.0035552441986230754
2006-08-09,0.006116431813912193
2006-08-10,0.004052289677036525
2006-08-11,-0.005549956153375724
2006-08-14,0.008625370192204551
2006-08-15,0.023138661488846912
2006-08-16,0.015732778841615058
2006-08-17,0.004355894055495968
2006-08-18,0.003855404577426169
2006-08-21,-0.006720096251103591
2006-08-22,0.0004822772230796968
2006-08-23,-0.004830538552592745
2006-08-24,0.0038829367325814435
2006-08-25,0.00290176020594779
2006-08-28,0.009161267607060708
2006-08-29,0.009077746369946738
2006-08-30,0.0071019175973430215
2006-08-31,-0.003760452351410093
2006-09-01,0.00424746918079566
2006-09-05,0.005168826452774722
2006-09-06,-0.016363428759509024
2006-09-07,-0.005702927962804916
2006-09-08,0.008125772581171864
2006-09-11,0.008534872482101274
2006-09-12,0.017395869313472145
2006-09-13,0.0
2006-09-14,0.002310610634292054
2006-09-15,0.0024944752735009956
2006-09-18,-0.00046054621850177835
2006-09-19,-0.004610996373304643
2006-09-20,0.01621096120133192
2006-09-21,-0.009571302441957807
2006-09-22,-0.005982015693268838
2006-09-25,0.01805530301715108
2006-09-26,0.006365982515761148
2006-09-27,-0.007681732708520905
2006-09-28,0.005009513041899671
2006-09-29,-0.003172012337056662
2006-10-02,-0.007272407988670571
2006-10-03,0.005494064833082568
2006-10-04,0.015483183440386794
2006-10-05,-0.0004482654439448286
2006-10-06,0.0004484664759687451
2006-10-09,0.0026902564328359357
2006-10-10,0.0008948977807394787
2006-10-11,-0.00044677324554698306
2006-10-12,0.014751761286232234
2006-10-13,0.004845226724072171
2006-10-16,-0.00043781047176028043
2006-10-17,-0.008333403664719685
2006-10-18,-0.0026542439698219455
2006-10-19,0.003104931952639056
2006-10-20,0.006188897371578239
2006-10-23,0.0061515892590149335
2006-10-24,-0.00698723479528518
2006-10-25,0.00879552683767204
2006-10-26,0.005230400676910829
2006-10-27,-0.013009462574954389
2006-10-30,0.0035150545007416323
2006-10-31,0.0013133257904500706
2006-11-01,-0.004372442244260033
2006-11-02,-0.006148345576285519
2006-11-03,0.0
2006-11-06,0.011931361557745435
